book,author,publisher,price,detail
 领券减100元 全新正版 2册PremierePro从入门到精通+Photoshop从入门到精通 视频剪辑图像剪辑影视后 ,,,¥135.00,
 中学生C++创意编程 本书用30个寓教于乐且贴近中学生学习和生活的故事引入C++学习，引发学生思考，既独具匠心又妙趣横生，附赠案例素材、源文件、视频微课，让学生轻松领悟编程的乐趣,方其桂,人民邮电出版社,¥69.90,利用故事情境引发学生思考，既独具匠心又妙趣横生。 利用流程图厘清思路，激发学生的学习兴趣，培养计算思维。 通过探究与实践，让学生在解决问题的过程中体会到编程的乐趣和魅力。 通过不同的练习，思考解决问题的不同方法。 附赠案例素材、源文件、视频微课，手机扫码轻松观看教学视频，具体方式详见本书前言部分。
 Vue.js+Django高性能全栈论道 反对“API说明流水账”，只聊核心；完整性能提升实战，覆盖20种常见性能瓶颈场景；从算法到设计模式，助力全栈思维的学习能力提升,顾鲍尔,清华大学出版社,¥103.50,打破 性能 偏见， 全栈 即 同栈 提炼现代网络编程精要 有效对抗 熵增定律 干货满满：反对 API说明流水账 ，拒绝空洞，只聊核心 真知灼见：完整性能提升实战，覆盖20种常见性能瓶颈场景 全程实战：涵盖全生命异步惰性、asyncio、PyPy、离线Web等 融会贯通：从算法到设计模式，助力全栈思维的学习能力提升 免费提供配套源程序下载
 目标定位跟踪原理及应用——MATLAB仿真 ,黄小平,电子工业出版社,¥79.00,
 AI超入门：人人都读得懂的人工智能 无论成人还是青少年，无论业余爱好者还是专业人士，人人都读得懂、人人都能获益的人工智能AI科普,大西可奈子,机械工业出版社,¥42.60,作为人工智能（AI）爱好者，我读过一些关于人工智能介绍方面的书，也听过几场关于人工智能方面的讲座，但对人工智能究竟是怎么一回事，这门学科的根本是什么，人工智能究竟对我们的生活和工作有何影响，等等，仍然一知半解，始终心存疑惑。直到这本书的出现，才让我对“人工智能”有种恍然大悟的感觉——原来人工智能没那么深奥，并且过去的很多疑问都逐渐清晰起来。如果说这本书对我这种完全没有专业背景的业余爱好者很有帮助，那么作为吉林大学人工智能学院的专业人士也认为这本书值得一读，这就十分难得了，足见这本书能够把深奥的问题简单化，对人工智能核心的阐述和预测也令专业人士信服。
 算法竞赛入门经典——算法实现 刘汝佳+陈锋算法竞赛新书，240余套高效算法实现代码，信息学奥赛+面试算法+程序开发算法，算法高手经验集萃，案头常备，丛书累计销量35万册。,陈锋,清华大学出版社,¥73.50,《算法竞赛入门经典 算法实现》是累计畅销22万册的信息学奥赛红宝书 《算法竞赛入门经典》的配套算法代码实现书。 这是一本你可以在日常练习、赛前的高强度练习以及竞赛现场，快速查阅和调用代码，助你通关夺魁的书。 本书全面覆盖ACM/ICPC/NOI/NOIP等信息学竞赛的经典题型和算法要点，239道真题，240余套代码，所有算法都经过多次优化、打磨，在历届竞赛中被广泛采用，大放异彩。借助这些代码模板，你可以大大减轻因反复琢磨代码实现细节而导致调试时间不够用的压力。 这不是一本入门图书。想看懂它，需要你具备一定的算法基础。这本书，如果你能独立完成大部分，你的算法能力完全能达到现今IT公司内程序员的中上水准。 《算法竞赛入门经典 算法实现》 ACM/ICPC/NOI高效备考 完美通关案头工具书！
 Node.js＋Express+MongoDB＋Vue.js全栈开发实战 从技术原理到整合开发实践 以丰富项目展现全栈开发技巧,柳伟卫,清华大学出版社,¥66.70,UI、md-editor-v3、basic-auth、JavaScript、TypeScript，知识面广:无论是前端的Vue.js、朴素还是前端的MongoDB、Node.js、Express、Nginx，本书均有着墨。 版本新颖:本书所涉及的技术版本均为目前的版本. 案例丰富:全书共计有89个知识点实例和4个综合实战案例. 全栈技能:熟习本书，可以掌握全栈开发技能.
 跨平台机器学习：ML.NET架构及应用编程 16届微软MVP通过实际案例带领读者迅速掌握基于ML.NET的机器学习解决方案！一本书，轻松上手跨平台机器学习框架，落地人工智能解决方案,迪诺·埃斯波西托,清华大学出版社,¥99.00,通过对《跨平台机器学习：ML.NET架构及应用编程》的学习，读者可以在专家的指导下，运用跨平台机器学习框架ML.NET来创建机器学习解决方案。 有了ML.NET，机器学习可以为所有.NET开发人员赋能，《跨平台机器学习：ML.NET架构及应用编程》可以帮助读者将ML.NET应用于实际的生产解决方案中。在对ML.NET进行基本概述之后，作者阐明了用于回归、分类、排名、异常检测等的微框架（ML任务）。对于每个ML任务，都提供了克服现实世界中常见挑战的见解。同时，书中还着重介绍了神经网络Keras，展示了一个完整的机器学习应用，以及如何在.NET中利用流行的Python 工具。 微软有价值专家MVP（16届）在书中展示了以下主题： l 构建更智能的机器学习解决方案，更贴近用户的需求； l 了解ML.NET如何实例化经典ML管道，并简化情绪分析、欺诈检测和价格预测等常见场景； l 实施
 数据可视化基础 全彩印刷，制作内容丰富且令人信服的图表,克劳斯·O.威尔克,中国电力出版社,¥125.40,在自然和社会科学中，有效的可视化是从日益庞大和复杂的数据集传递信息的*方法。不过随着当今可视化软件的功能日渐强大，科学家、工程人员和商业分析师往往会在让人在眼花缭乱的众多可视化选择中举棋不定。 这本书很实用，会带你了解诸多经常遇到的可视化问题，还会对如何将庞大的数据集转化为清晰明了、让人信服的图表提供指南。对于你要讲的故事，哪种可视化*适用？如何制作美观大方而且内容丰富的图表？本书作者将带你学习对于成功数据可视化至关重要的一些因素。
 人人都爱PS——中文版Photoshop2022技术教程唯美系列实例版第2版 ps教程书籍 photoshop从入门到精 2022新版PS，Adobe专家升级畅销书，手机扫码看218集PS视频教程+配套源文件，赠本书实例素材及其他实用设计素材、各种设计宝典及速查手册、PPT课件等,唯美世界,水利水电出版社,¥69.80,本书显著特色 1. 配套视频讲解，手把手教您学习 本书配备了大量的同步教学视频，涵盖全书几乎所有实例，如同老师在身边手把手教您，可以让学习更轻 松、更高效。 2. 二维码扫一扫，随时随地看视频 本书在章首页、重点、难点、知识点等多处设置了二维码，通过手机扫一扫，可以随时随地在手机上看视 频（若个别手机不能播放，可下载后在电脑上观看）。 3. 内容极为全面，注重学习规律 本书涵盖了Photoshop几乎所有工具、命令的常用的相关功能，是市场上有关Photoshop内容的全面的图 书之一。同时采用 知识点 理论实践 实例练习 课后练习 综合实例 延伸学习 技巧提示 的模式编写，符 合轻松易学的学习规律。 4. 实例极为丰富，强化动手能力 练一练 便于读者动手操作，在模仿中学习。 延伸学习 可以巩固知识，在练习一个功能时触类旁 通。 练习实例 用来加深
 假如C语言是我发明的：讲给孩子听的大师编程课 从零开始学C语言编程，理清编程语言的底层逻辑，打进信息学奥赛，享受驾驭计算机的快乐,王洋,电子工业出版社,¥43.40,未来，编程将成为基本生存技能！ 一问一答式写作，易读、有趣、好学！ 大量编程小任务，似游戏打怪通关般，在不知不觉中，让编程成为你的基本能力！ 站在编程语言发明者的角度教与学，轻松完成从小白到信奥赛的C语言进步之旅！ 来吧！用这本书学会编程，用0和1实现自己的想法，成为驾驭计算机的高手！
 SRE：Google运维解密 ,Betsy,电子工业出版社,¥70.40,超级畅销书，Amazon主站排名*，打标#1 Best Seller 运维高烧不退，谷歌神书问世，继续为这一热潮推波助澜 本书解密全球*神秘*让人仰望的技术岗位 谷歌SRE 未出先火，本书原著问世时各大社区火爆异常、人气爆棚
 Java网络编程（第四版） 从事Java网络程序长达20年的资深作者，Java开发网络开发实用指南,哈诺德,中国电力出版社,¥70.20,
